id,Tipo_captacion,Nombre_fuente,Nombre_cuenca,Cota,Permanentes,Flotantes,Domestico,Agricola,Pecuario,Piscicola,Caudal_total
105346.0,Superficial,9030 - Sin Nombre,R. Guadalupe,2390,3,0,0.0059,0,0.0101,0,0.016
123182.0,Superficial,2794 - El Duende,R. Guadualejo,1170,3,1,0.007002,0,0.011435,0.108333,0.12677
109216.0,Superficial,6382 - El Dragal,R. Aurra,2727,0,0,0,0,0.0059,0,0.0059
109150.0,Superficial,4830 - Sin Nombre,R. Guadalupe,2440,4,0,0.0079,0,0.0084,0,0.0163
126434.0,Superficial,9202 - La Caracola,R. Cartama,1180,2,4,0.007662,0.00046,0.000081,0,0.008203
121035.0,Superficial,12145 - Sin Nombre (Santa Ana),Q. LA IGUANA,2174,4,0,0.0081,0,0,0,0.0081
106738.0,Superficial,20661 - Q. Karamandú,R. Nus,525,5,0,0.010185,0,0,0,0.010185
123156.0,Superficial,20125 - Sin Nombre,R. San Juan,1759,4,0,0.0081,0,0,0,0.0081
110770.0,Superficial,14520 - Sin Nombre (Nace En Propiedad De Carlos Hurtado),DIRECTOS  R.  ABURRA (INTERCUENCA 4),1681,0,0,0,0.11,0.0003,0,0.1103
113261.0,Superficial,20530 - Sin Nombre,R. Juan García,2.76,0,0,0,0,0,0.013333,0.013333
111353.0,Superficial,"904 - La Ahumada,",DIRECTOS AL R. ABURRA  A CALDAS,1900,3,5,0.0106,0.0915,0.0093,0,0.1114
106379.0,Superficial,16749 - Tres Cuartas,Directos R. Cauca (md) entre R. La Noque y Q. Niverengo,1729,5,0,0.010185,0.115741,0,0,0.125926
117943.0,Superficial,14721 - Santa Barbara,R. San Juan,1743,5,5,0.014757,0.008681,0,0,0.023438
121294.0,Superficial,21655 - Sin Nombre (Abastece Predio De Irma De Jesus Blandon),Q. PIEDRAS BLANCAS,1871,4,10,0.017361,0.040231,0.010579,0,0.068171
104985.0,Superficial,10172 - La Mata De Guadua,Directos R. Cauca (mi) entre R. Piedras y R. Poblanco,1520,0,0,0,0.05,0,0,0.05
114849.0,Superficial,2052 - Sin Nombre,Q. EL CHUSCAL,2408,0,0,0,0.005,0.0017,0.25,0.2567
108831.0,Superficial,19459 - Afluente Cinco Reales,DIRECTOS AL R ABURRA (INTERCUENCA 1),1399,2,10,0.01331,0,0,0,0.01331
122174.0,Superficial,19529 - Sin Nombre,R. San Bartolomé,1468,4,12,0.019211,0,0,0,0.019211
116094.0,Superficial,19080 - %Quebrada Sin Nombre Vereda La Palma%,Q. La Clara,1611,0,8,0.0074,0.0093,0,0,0.0167
118789.0,Superficial,17029 - Nacimiento Sin Nombre,Q. RODAS,2456,3,5,0.0107,0,0.0048,0,0.0155
120984.0,Superficial,19037 - El Cuevero,R. Poblanco,2013,4,10,0.0172,0,0.0048,0,0.022
105021.0,Superficial,14177 - Sin Nombre,R. Cartama,1616,4,0,0.0079,0,0.0025,0,0.0104
106989.0,Superficial,12344 - Sin Nombre(Nace En Predio De Rodrigo Álvarez),Q. JUAN COJO (Q. GRANDE),1597,0,0,0,0.117,0,0,0.117
111776.0,Superficial,19683 - Fuente Sin Nombre,R. Grande Tramo 5,2180,4,2,0.0098,0,0,0,0.0098
119905.0,Superficial,16039 - Sin Nombre,Q. Santa Barbara,1700,3,0,0.0061,0,0,0,0.0061
110882.0,Superficial,14076 - Sin Nombre En Predio De Fabio Zapata,Q. EL MOLINAL,2208,4,0,0.0081,0.0352,0.0017,0,0.045
107130.0,Superficial,20455 - El Amagamiento Juan Bran,Q. La Juanes,1964,3,5,0.010741,0.101273,0,0,0.112014
124804.0,Superficial,14025 - El Perro,Q. La Sopetrana,1777,2,3,0.0069,0.0005,0,0,0.0074
120102.0,Superficial,21600 - Afluente Q. La Palma,R. Juan García,1292,8,2,0.017453,0.086806,0,0.006667,0.110926
115284.0,Superficial,17176 - Sin Nombre (Nace En Predio De Daniel Angel),Q. La Sinifaná,1890,3,10,0.015266,0,0.006019,0,0.021285
105018.0,Superficial,15331 - Sin Nombre Afluente Rio Nus,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,1360,4,4,0.0118,0.05,0.0021,0,0.0639
117649.0,Superficial,20929 - Sin Nombre,Q. Quebradona,1805,5,0,0.0101,0.0069,0,0,0.017
120162.0,Superficial,1225 - Nacimiento Misión Paraíso Parte Alta,Q. ALTAVISTA,1850,3,4,0.00978,0,0,0,0.00978
106511.0,Superficial,15179 - Sin Nombre Afluente Q. Saladito,Q. LA QUESARIEGA,1676,0,0,0,0.04,0,0,0.04
116365.0,Superficial,19406 - La Primitiva,R. Frío,1831,2,5,0.0086,0,0,0,0.0086
124335.0,Superficial,22009 - Sin Nombre,R. Farallones,1685,0,0,0,0.013889,0,0,0.013889
115680.0,Superficial,1097 - El Salto,R. Tonusco,945,3,6,0.009583,0.002,0.001806,0.108333,0.121722
117822.0,Superficial,2622 - Sin Nombre,R. Pedral,1474,5,0,0.0101,0.0093,0,0,0.0194
121131.0,Superficial,15331 - Sin Nombre Afluente Rio Nus,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,905,0,19,0.013437,0.00006,0.0014,0,0.014897
106497.0,Superficial,3391 - Sin Nombre,Q. La Clara,1840,3,5,0.010637,0.0005,0.004886,0.016667,0.03269
109588.0,Superficial,17684 - La Rosa (Afluente De El Salado),Q. EL SALADO,1717,5,0,0.0101,0,0,0,0.0101
121730.0,Superficial,17684 - La Rosa (Afluente De El Salado),Q. EL SALADO,1576,0,0,0,0,0,0.5,0.5
119893.0,Superficial,15555 - El Plan,Q. Bonita,2011,10,0,0.0203,0.0064,0,0,0.0267
111583.0,Superficial,2015 - La Volcana,R. Amagá,1580,5,5,0.014642,0,0,0,0.014642
123645.0,Superficial,19289 - Montecristo,Q. Bonita,2121,2,4,0.007755,0,0,0,0.007755
109629.0,Superficial,1512 - La García,Q. LA GARCIA,2228,5,5,0.014757,0.11,0.007222,0,0.131979
109135.0,Superficial,14892 - Sin Nombre,R. Guadalupe,2537,5,0,0.0099,0,0.0059,0,0.0158
106554.0,Superficial,17736 - Sin Nombre (La Gloria),DIRECTOS AL R ABURRA (INTERCUENCA 1),1340,7,10,0.023437,0,0,0,0.023437
107323.0,Superficial,13938 - Nacimiento La Selva(Nace En Zona De Protección De Epm),R. Grande Tramo 4,2357,4,4,0.0116,0.001,0,0,0.0126
123146.0,Superficial,19448 - Sin Nombre,R. San Agustín,1942,6,0,0.0122,0.0139,0,0,0.0261
106528.0,Superficial,6738 - La Purco,Directos R. Cauca (md) entre Q. Niverengo y Q. San Mateo,2024,2,3,0.00581,0.023148,0,0,0.028958
122040.0,Superficial,21704 - Sin Nombre (Las Camelias),Q. Cupina,1014,0,0,0,0.00099,0,0,0.00099
119920.0,Superficial,5626 - La Coquera,R. Pedral,1050,0,0,0,0,0.010833,0,0.010833
109153.0,Superficial,2204 - Sin Nombre (Nace En Predios De Graciela Velásquez),Q. Las Animas,2363,2,7,0.0105,0,0,0,0.0105
117420.0,Superficial,21039 - Sin Nombre,R. San Juan,1863,5,5,0.0147,0.0059,0,0,0.0206
125082.0,Superficial,14729 - El Guadual,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1780,2,3,0.006736,0.046296,0,0,0.053032
104784.0,Superficial,10379 - Sin Nombre (Nace En La Finca De Octavio Restrepo),Directos R. Cauca (md) entre R. Mulatos y R. Piedras,1760,2,10,0.0133,0,0,0,0.0133
124020.0,Superficial,22001 - El Chorro,R. Farallones,1726,4,4,0.010417,0.014468,0,0,0.024885
110390.0,Superficial,15823 - Q. La Bendición De Dios. Afluente De La Q. La Mina.,Q. LA MINA (Q. LAS MINAS),2170,6,4,0.0157,0,0,0,0.0157
111660.0,Superficial,16767 - Manzanares,Q. ALTAVISTA,1810,5,0,0.0101,0.05,0,0,0.0601
114148.0,Superficial,3462 - La Nacional De Chocolates,R. Cartama,1150,4,8,0.015324,0,0,0,0.015324
118023.0,Superficial,14697 - El Rastrojo,R. Bolivar,1435,5,0,0.0101,0.017361,0,0,0.027461
106615.0,Superficial,18076 - Sin Nombre (Alias Los Mayas),Q. La Clara,2469,5,10,0.019386,0,0,0,0.019386
114795.0,Superficial,9982 - Las Quebraditas,Directos R. Cauca (md) entre Q. La Noque y R. Tonusco,1950,2,0,0.004074,0,0,0,0.004074
116324.0,Superficial,17591 - Nacimiento En Predio De Flavio Fernandez,Q. La Sucia,1748,4,5,0.0127,0.02,0.0048,0,0.0375
116986.0,Superficial,4341 - Sin Nombre (Afluente Río Aburra),DIRECTOS  R.  ABURRA (INTERCUENCA 4),1765,3,0,0.006076,0.056,0,0,0.062076
111637.0,Superficial,"17956 - Sin Nombre (Alias El Chuscal, Afluente Aguas Frias)",Q. LA IGUANA,2492,0,0,0,0.015,0,0,0.015
123372.0,Superficial,20352 - Sin Nombre,R. Grande Tramo 3,2498,1,4,0.005683,0,0,0,0.005683
117321.0,Superficial,21485 - El Trapiche,Directos R. Cauca (mi)  entre Q. La Cangreja y Q. La Guaca,1850,6,0,0.012153,0.000579,0,0,0.012732
116746.0,Superficial,14460 - Nacimiento El Oso,Directos R. Cauca (md) entre R. Tonusco y Q. La Clara,1794,5,2,0.0121,0.1,0,0,0.1121
124032.0,Superficial,22032 - La Candelaria,Q. Candelaria,2523,3,5,0.010567,0,0.010984,0,0.021551
109627.0,Superficial,14252 - Sin Nombre(Nace Predio De Ofelia Roldan),R. Chico,2500,5,5,0.0145,0,0,0,0.0145
108565.0,Superficial,15331 - Sin Nombre Afluente Rio Nus,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,813,6,5,0.016852,0,0,0,0.016852
117880.0,Superficial,19257 - La Laguna,R. Guadualejo,1855,2,0,0.0041,0.009259,0,0,0.013359
105341.0,Superficial,18760 - El Vertigo,R. Guadalupe,2290,2,3,0.0068,0,0,0,0.0068
110778.0,Superficial,16080 - Sin Nombre,R. San Juan,1495,0,11,0.0102,0,0,0,0.0102
114474.0,Superficial,12333 - Sin Nombre (Afluente De La Quebrada Arriba),R. Grande Tramo 4,2336,5,5,0.014526,0,0,0,0.014526
120758.0,Superficial,20658 - La Ilusion,Q. Los Cedros,1546,3,0,0.006111,0.01,0,0,0.016111
106978.0,Superficial,19265 - Sin Nombre,R. Chico,2451,2,3,0.0068,0,0,0,0.0068
108491.0,Superficial,12923 - El Chotal,R. San Andres,772,10,0,0.0198,0,0,0,0.0198
110491.0,Superficial,16828 - La Juanita,Q. Vequedo,2102,4,5,0.0125,0,0,0,0.0125
122948.0,Superficial,20785 - Los  Restrepo(Q.Santa Rita),Q. Santa Rita,1933,5,12,0.0212,0,0,0,0.0212
120896.0,Superficial,15557 - Sin Nombre (Afluente Q. Santa Helena),R. Alicante y Quebradas La Sonadora y Guardasol,867,3,15,0.02,0.000006,0.001445,0,0.021451
117339.0,Superficial,21493 - El Balso,Q. La Frondosa,1672,5,5,0.014757,0.013889,0,0,0.028646
118010.0,Superficial,14873 - Sin Nombre,R. Chico,2539,8,0,0.0158,0,0,0,0.0158
115698.0,Superficial,21388 - La Palma,Q. Sutena,650,4,1,0.009074,0,0,0,0.009074
116158.0,Superficial,14613 - Granadillos,Q. Juan García,1790,0,0,0,0.0384,0,0,0.0384
107917.0,Superficial,20579 - Nacimiento Sin Nombre,R. Volcán,1050,2,2,0.005926,0,0,0,0.005926
118787.0,Superficial,16476 - Montegrande,Q. LA HERRADURA,2089,3,0,0.0061,0.05,0.0003,0,0.0564
122811.0,Superficial,20266 - Sin Nombre,Q. Comia,2018,3,8,0.0135,0,0,0,0.0135
114274.0,Superficial,18354 - Sin Nombre,R. Chico,2475,2,6,0.0096,0.01,0.0084,0,0.028
126600.0,Superficial,22222 - El Ceibo,R. San Juan,1380,3,0,0.006076,0,0,0,0.006076
117488.0,Superficial,20814 - La Chuspa,R. Guadualejo,1383,3,2,0.0079,0.0116,0.0012,0,0.0207
105969.0,Superficial,20315 - Nacimiento El Chaparral,Q. Piedra Gorda,1368,3,5,0.0106,0,0,0,0.0106
116580.0,Superficial,14470 - Sin Nombre (Los Castañeda) Nace Predio Nelly Villada,Q. Sabaletas,2012,4,0,0.0079,0.3472,0.006,0.0033,0.3644
121031.0,Superficial,12344 - Sin Nombre(Nace En Predio De Rodrigo Álvarez),Q. JUAN COJO (Q. GRANDE),1597,10,0,0.0203,0,0,0,0.0203
110978.0,Superficial,17988 - Combia Nacimiento,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1919,8,0,0.0158,0,0,0,0.0158
120040.0,Superficial,9249 - Sin Nombre(Dario Mosquera 012-294),Q. SANTO DOMINGO,1319,4,0,0.0081,0,0.0003,0,0.0084
112421.0,Superficial,20381 - Las Tuberías,R. Grande - Chico - NSS,2450,4,0,0.008102,0.055,0.000032,0,0.063134
117019.0,Superficial,21448 - Sin Nombre,R. Volcán,1200,4,2,0.01,0,0,0,0.01
108211.0,Superficial,20649 - Fuente Sin Nombre,R. Pocoro,1651,3,0,0.006111,0,0,0,0.006111
111319.0,Superficial,10268 - Sin Nombre (Miguel Angel Munera Sierra Y Otros),Q. EL MOLINAL,1736,0,0,0,0,0,0,0.036169
117141.0,Superficial,21477 - Sin Nombre,Directos R. Cauca (md) entre Q. Comia y Q. El Abejero,2067,3,10,0.015335,0,0.007222,0,0.022557
108906.0,Superficial,18444 - Sin Nombre,R. Pajarito,1656,6,2,0.0138,0,0.0033,0,0.0171
119859.0,Superficial,21355 - Julio Velasquez,Q. Santa Rita,1730,4,12,0.019213,0.034722,0,0,0.053935
118613.0,Superficial,16012 - La Buga,R. Barroso,1502,4,0,0.0081,0.0185,0,0,0.0266
122243.0,Superficial,18192 - La Esperanza,R. Porce Parte Media,1542,3,4,0.0096,0,0.0001,0,0.0097
111807.0,Superficial,21020 - Sin Nombre,R. San Juan,971,4,1,0.009028,0,0,0,0.009028
110555.0,Superficial,16784 - La Chiquita,Q. Vequedo,2075,5,4,0.0136,0,0,0,0.0136
120140.0,Superficial,"17270 - Nacimiento ""Sin Nombre"" En Predio De Inversiones Padua",DIRECTOS AL R.  ABURRA A COPACABANA,2174,0,15,0.0139,0,0,0,0.0139
111791.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,2446,1,0,0.002025,0,0,0,0.002025
104839.0,Superficial,19447 - La Hermosa,Directos R. Cauca (md) entre R. Piedras y R. Cartama,2013,0,0,0,0,0,0.05,0.05
119888.0,Superficial,17017 - Nacimiento La Pacha,R. Amagá,1528,0,0,0,0,0.003612,0,0.003612
112541.0,Superficial,21028 - Sin Nombre,Q. El Hormiguero,1260,0,10,0.009259,0,0,0,0.009259
117891.0,Superficial,15112 - Sin Nombre,R. San Juan,1670,3,0,0.0061,0.0087,0,0,0.0148
117187.0,Superficial,21466 - La Mantequilla,R. San Bartolomé-Verduguita,1500,3,0,0.006111,0,0,0,0.006111
112138.0,Superficial,1808 - La Chuscala,Q. EL CHUSCAL,2395,0,0,0,0.033,0,0,0.033
109040.0,Superficial,13167 - Nacimiento San Pablo,R. Chico,2511,10,0,0.0198,0,0.0042,0,0.024
111639.0,Superficial,"17956 - Sin Nombre (Alias El Chuscal, Afluente Aguas Frias)",Q. LA IGUANA,2492,0,0,0,0.015,0,0,0.015
110823.0,Superficial,19814 - Nacimiento Sin Nombre,Q. LAS LAJAS,1.68,2,0,0.004051,0.000006,0,0,0.004057
121074.0,Superficial,"18017 - Sin Nombre ""Alias Bocachica""",DIRECTOS  R.  ABURRA (INTERCUENCA 4),1983,4,8,0.0155,0.002,0.0114,0,0.0289
117542.0,Superficial,21105 - Sin Nombre,Q. La Mina,1890,2,0,0.0041,0.0087,0,0,0.0128
115094.0,Superficial,"2996 - Pisquines ""Alias Q. El Hueco""",Q. La Clara,1717,5,0,0.0101,0.025,0,0,0.0351
112498.0,Superficial,21004 - Sin Nombre (Predio Yolanda Villegas),DIRECTOS AL R ABURRA (INTERCUENCA 1),1550,0,0,0,0.1,0.003611,0,0.103611
116039.0,Superficial,5581 - La Peinada,R. Cartama,2557,2,4,0.007662,0,0.001204,0.05,0.058866
120269.0,Superficial,14630 - El Guineal,Q. Juan García,1602,3,2,0.007268,0.043403,0.001204,0,0.051875
126420.0,Superficial,22216 - Sin Nombre,Q. Comia,1648,4,3,0.01088,0.001968,0,0,0.012848
109962.0,Superficial,20800 - La Ramada,Q. Peladeros,1852,4,2,0.009769,0.001,0.000032,0,0.010801
109541.0,Superficial,4809 - Mal Paso,DIRECTOS  R.  ABURRA (INTERCUENCA 4),1760,4,4,0.0118,0.0084,0.0032,0,0.0234
116932.0,Superficial,21402 - La Clara,R. Aurrá,2389,0,0,0,0.02,0,0,0.02
123605.0,Superficial,18028 - El Griton,R. San Bartolomé,1200,3,0,0.006111,0,0,0,0.006111
104776.0,Superficial,13523 - Sin Nombre (Nace En Predio De Israel),Q. La Sinifaná,1360,0,0,0,0,0,0.0083,0.0083
125712.0,Superficial,15109 - Fuente Potrerito (Afluente Quebrada Potreritos),Directos R. Cauca (md) entre Q. La Noque y R. Tonusco,1970,1,1,0.0029,0,0.0012,0,0.0041
112795.0,Superficial,21038 - La Margarita,Q. Santa Rita,2036,4,1,0.009028,0,0,0,0.009028
115186.0,Superficial,3939 - Mal Paso,DIRECTOS AL R.  ABURRA A COPACABANA,2224,3,3,0.008854,0,0,0,0.008854
111658.0,Superficial,20945 - Nacimiento-Finca Gustavo Correa,Q. REVENTON,2228,4,2,0.009954,0,0.008514,0,0.018468
104735.0,Superficial,11058 - Nacimiento N° 2,R. Bolivar,1265,6,5,0.0168,0,0,0,0.0168
123919.0,Superficial,21312 - Sin Nombre,Q. Mulato,1500,3,10,0.01537,0,0,0,0.01537
115017.0,Superficial,16139 - Sin Nombre Afluente Quebrada La Torura,R. Grande Tramo 3,2334,6,6,0.0175,0.01,0.009,0,0.0365
110708.0,Superficial,17480 - Sin Nombre,Q. Comia,1798,4,0,0.0081,0,0.0024,0,0.0105
111726.0,Superficial,3085 - Quebrada Arriba,R. Grande Tramo 4,2260,2,6,0.0096,0,0,0,0.0096
123656.0,Superficial,21898 - Sin Nombre (Abastece Predio Carmen Tulia Ospina),Q. EL GUAYABO,1513,0,0,0,0.0011,0.004225,0,0.005325
116139.0,Superficial,11903 - El Chorrillito,Directos R. Cauca (mi) entre Q. Seca y R. Juan García,2038,0,10,0.0023,0.066,0.0084,0,0.0767
109791.0,Superficial,20775 - La Tabaca,DIRECTOS R. ABURRA (INTERCUENCA 3),1973,4,4,0.011806,0.0002,0,0,0.012006
108238.0,Superficial,20630 - Sin Nombre,Q. La Purco,2011,3,3,0.008889,0.01,0,0,0.018889
113255.0,Superficial,21070 - Manantial De Agua Viva,Q. La Sucia,1638,2,5,0.008681,0,0,0,0.008681
118019.0,Superficial,15886 - La Cidrera,R. San Juan,1775,6,0,0.0122,0.0203,0,0,0.0325
114962.0,Superficial,3554 - Doña Maria,Q. DOÑA MARIA,1692,0,5,0.00463,0,0.001801,0,0.006431
112896.0,Superficial,13803 - La Danta,Q. La Danta,1964,7,0,0.013854,0,0,0,0.013854
118480.0,Superficial,15464 - La Cidrera,R. San Bartolomé,1370,5,2,0.0121,0.000001,0,0,0.012101
120331.0,Superficial,17023 - La Herencia,Q. LA GARCIA,2520,5,0,0.0101,0,0.0025,0,0.0126
106169.0,Superficial,3591 - Piedra Candela,DIRECTOS RI. ABURRA  (INTERCUENCA 2),1376,1,0,0.002025,0,0,0,0.002025
108964.0,Superficial,13938 - Nacimiento La Selva(Nace En Zona De Protección De Epm),R. Grande Tramo 4,2351,10,0,0.0198,0,0,0,0.0198
118293.0,Superficial,17608 - El Manantial,R. San Juan,1760,5,0,0.0101,0,0,0,0.0101
107040.0,Superficial,20442 - La Laguna,DIRECTOS AL R. ABURRA  A CALDAS,1957,3,0,0.006007,0,0,0,0.006007
115106.0,Superficial,3554 - Doña Maria,Q. DOÑA MARIA,2004,2,0,0.004005,0,0,0,0.004005
107239.0,Superficial,2364 - Chachafruto,Q. LA GARCIA,2195,1,3,0.004803,0.1,0.002407,0,0.10721
123732.0,Superficial,3608 - Krisna,Q. ALTAVISTA,1959,2,2,0.005903,0,0,0,0.005903
124570.0,Superficial,6177 - Borbollon 1,Q. LA IGUANA,2538,0,0,0,0.1952,0.0034,0,0.1986
104537.0,Superficial,20327 - Sin Nombre,DIRECTOS AL R ABURRA (INTERCUENCA 1),1556,4,6,0.0137,0,0,0,0.0137
123364.0,Superficial,3608 - Krisna,Q. ALTAVISTA,1959,5,6,0.015683,0.00005,0,0,0.015733
111799.0,Superficial,15115 - El Salado,Q. EL SALADO,2297,3,0,0.006076,0,0,0,0.006076
117195.0,Superficial,19049 - Nacimiento Sin Nombre,Q. Bonita,1783,4,0,0.0081,0.0049,0,0,0.013
116145.0,Superficial,10979 - San Isidro,R. Frío,1325,3,6,0.0115,0,0,0.0133,0.0248
105204.0,Superficial,15561 -  Sin Nombre (Afluente Q. Malena),"Directos R. Magdalena (mi), Q. Malena",156,3,4,0.0098,0.0175,0.0001,0,0.0274
105259.0,Superficial,13286 - La Cañada,R. Chico,2527,0,0,0,0,0.0042,0.2,0.2042
111972.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,1793,3,0,0.006076,0,0,0,0.006076
108550.0,Superficial,-,,1233,3,0,0.008,0,0.0002,0,0.0082
107863.0,Superficial,20594 - Celivarez,Q. DOÑA MARIA,1742,3,3,0.008785,0,0,0,0.008785
107633.0,Superficial,20028 - Sin Nombre (La Isabela),R. Amagá,1150,4,0,0.008,0.05,0.006,0,0.064
125228.0,Superficial,18447 - Sin Nombre Predio El Salado,Q. La Sopetrana,561,4,12,0.0192,0,0.0108,0,0.08
118448.0,Superficial,17148 - El Vaticano,Q. Bonita,1711,5,0,0.0101,0.0014,0,0,0.0115
106587.0,Superficial,6960 - Sin Nombre (Afluente Quebrada La Chuscala),Q. EL CHUSCAL,2015,6,0,0.012153,0.0067,0.003009,0,0.021862
123042.0,Superficial,4578 - Los Sauces,Q. Bonita,1846,5,0,0.010127,0.017361,0.004225,0,0.031713
115475.0,Superficial,12626 - Sin Nombre,Q. San Mateo,1940,4,10,0.017361,0.009838,0,0,0.027199
115008.0,Superficial,9246 - Sin Nombre,R. Grande Tramo 4,2275,4,0,0.0079,0.001,0,0,0.0089
104952.0,Superficial,16702 - Sin Nombre,R. Porce Parte Media,1719,4,5,0.0127,0.05,0.0001,0,0.0628
117985.0,Superficial,18160 - Sin Nombre,R. Taparto,1460,4,0,0.0061,0.0145,0,0,0.0206
123205.0,Superficial,7515 - Santa Elena O El Tabor,R. Piedras,1212,1,3,0.004757,0.0004,0,0,0.005157
117763.0,Superficial,17179 - Sin Nombre,Q. Santa Barbara,2000,3,0,0.0061,0.002,0,0,0.0081
120907.0,Superficial,15257 - Sin Nombre Afluente Q Santa Helena,R. Alicante y Quebradas La Sonadora y Guardasol,779,5,10,0.019459,0.06,0.0014,0.0116,0.092459
120320.0,Superficial,17023 - La Herencia,Q. LA GARCIA,2520,5,0,0.0101,0,0.0034,0,0.0135
105239.0,Superficial,18446 - Sin Nombre,R. Pajarito,1662,0,0,0,0.1157,0,0,0.1157
110707.0,Superficial,17650 - El Cascajo,Q. Fotuta,1660,5,0,0.0101,0,0.0001,0,0.0102
126317.0,Superficial,22199 - El Palmichal,Q. Santa Rita,1830,0,0,0,0.003443,0,0,0.003443
125336.0,Superficial,22122 - El Viejo,Q. La Sopetrana,1770,3,2,0.007963,0.005556,0.006019,0,0.019538
116097.0,Superficial,13872 - El Molino,Q. Combia,1257,0,0,0,0,0.023148,0,0.023148
116159.0,Superficial,14613 - Granadillos,Q. Juan García,1790,0,0,0,0.0384,0,0,0.0384
116748.0,Superficial,16785 - Quebrada La Vieja,Directos R. Cauca (mi) entre Q. Seca y R. Juan García,1590,10,0,0.0204,0.1,0.0018,0,0.1222
111781.0,Superficial,19683 - Fuente Sin Nombre,R. Grande Tramo 5,2180,1,8,0.0094,0,0,0,0.0094
110036.0,Superficial,15388 - Sin Nombre Afluente Q. El Hormiguero,R. Porce Parte Media,1080,0,0,0,0,0.001166,0.133333,0.134499
119908.0,Superficial,16039 - Sin Nombre,Q. Santa Barbara,1700,3,0,0.0061,0.0231,0.0001,0,0.0293
105198.0,Superficial,"15327 - Sin Nombre, Afluente Q. Alejandria",R. Alicante y Quebradas La Sonadora y Guardasol,475,3,5,0.0107,0.05,0.0001,0,0.0608
123391.0,Superficial,1921 - Cinco Reales,DIRECTOS AL R ABURRA (INTERCUENCA 1),2198,4,0,0.008102,0,0,0,0.008102
116759.0,Superficial,18279 - Sin Nombre,Q. La Clara,1509,4,5,0.0127,0.0001,0,0,0.0128
114608.0,Superficial,21177 - Larga,Q. DOÑA MARIA,2210,5,0,0.010127,0,0.002321,0,0.012448
117557.0,Superficial,8057 - Sin Nombre,R. Pedral,1622,4,3,0.0109,0.0185,0,0,0.0294
116045.0,Superficial,21383 - El Rojas,Q. Fotuta,1923,2,0,0.004051,0.005787,0,0,0.009838
114567.0,Superficial,21169 - Nacimiento Villa Luz,Q. AGUAS CLARAS,1334,4,6,0.013658,0,0.004213,0,0.017871
108279.0,Superficial,20867 - Afluente Quebrada La Clara,R. Pocoro,1100,2,0,0.004074,0,0,0,0.004074
112480.0,Superficial,21001 - Mata Arriba,Q. EL HATO,2433,2,3,0.006829,0.054,0.004815,0,0.065644
126190.0,Superficial,16279 - Sin Nombre,Q. SANTA ELENA,2631,2,0,0.0041,0,0,0,0.0041
107193.0,Superficial,17154 - Sin Nombre (Alvaro Bustamante),R. Chico,2512,7,0,0.013854,0,0,0,0.013854
110508.0,Superficial,2990 - Sabaneta,Q. LA GARCIA,2525,8,0,0.0162,0.05,0.003,0,0.0692
125448.0,Superficial,3321 - La Chorquina,Directos R. Cauca (md) entre R. Tonusco y Q. La Clara,848,0,0,0,0.025,0.009028,0.005,0.039028
122404.0,Superficial,14876 - Sin Nombre 1,Q. Comia,1480,5,0,0.0101,0,0,0,0.0101
114366.0,Superficial,13145 - Guamo,R. Cartama,1728,5,0,0.0099,0,0,0,0.0099
116899.0,Superficial,21376 - La Toma (Vereda La Cejita),Q. AGUA FRIA,1615,2,10,0.01331,0,0,0,0.01331
116415.0,Superficial,18561 - Sin Nombre,R. Espiritu Santo,1020,4,2,0.0091,0.0032,0,0,0.0123
111040.0,Superficial,7026 - Piamonte,Directos R. Cauca entre Q. Cruces y R. Mulatos,861,4,2,0.0098,0.61,0.0048,0,0.6246
126584.0,Superficial,3679 - La Arabia,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1612,4,1,0.008843,0,0,0,0.008843
113480.0,Superficial,21106 - Sin Nombre (Varios Usuarios Vereda Trinidad),Q. Guali,1492,6,2,0.013727,0,0,0,0.013727
111522.0,Superficial,2886 - Sin Nombre,R. Piedras,2027,3,3,0.008715,0,0,0,0.008715
104982.0,Superficial,15239 - El Rayo,R. Alicante y Quebradas La Sonadora y Guardasol,654,5,10,0.0195,0,0.0048,0,0.0243
120617.0,Superficial,13826 - La Chiquita,Q. LA GARCIA,2603.9,5,0,0.010127,0,0.000107,0,0.010234
122449.0,Superficial,21840 - Q. Santa Helena,Q. Santa Helena,460.5,4,0,0.008148,0,0.011435,0,0.019583
122449.0,Superficial,21840 - Q. Santa Helena,Q. Santa Helena,460.5,4,0,0.008148,0,0.011435,0,0.019583
125162.0,Superficial,7018 - Los Bedoya,R. Mulatos,1891,1,4,0.005683,0,0,0,0.005683
121979.0,Superficial,10979 - San Isidro,R. Frío,1325,4,6,0.013473,0.0056,0,0,0.019073
116874.0,Superficial,21375 - El Alto De La Vieja,R. Grande Tramo 4,2330,4,0,0.007917,0.001,0.00169,0,0.010607
